idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage,time
3307,75,52,22,"white",1,0,8,0,1,0,1,11,3,,1,4.993589,.25,40,51,1.440539,7
3307,80,52,27,"white",1,0,8,0,1,0,1,11,5,0,,6.993589,1,44,52,1.370583,10
3307,82,52,29,"white",1,0,8,0,1,0,1,11,5,0,0,7.01282,1.166667,40,1,1.530165,11
3307,85,52,32,"white",1,0,8,0,1,0,1,6,1,0,3,8.455128,.25,40,75,1.682009,13
3308,68,44,23,"white",1,0,12,0,0,1,1,8,3,,0,.5,.0833333,40,26,1.627093,1
3308,69,44,24,"white",1,0,12,0,0,1,1,5,3,,0,1.5,1,40,52,1.584745,2
3308,70,44,25,"white",1,0,12,0,0,1,1,5,3,0,0,2.5,2,43,52,1.657229,3
3308,71,44,26,"white",1,0,12,0,0,0,1,5,3,,0,3.192308,2.083333,40,36,1.539446,4
3308,72,44,27,"white",1,0,12,0,0,0,1,4,3,0,0,4.173077,1.166667,8,51,1.526894,5
3308,73,44,28,"white",1,0,12,0,0,0,1,4,3,0,0,5.211538,2.166667,50,54,1.294506,6
3308,75,44,30,"white",1,0,12,0,0,0,1,4,3,,0,6.211538,4,40,52,1.733209,7
3308,77,44,32,"white",1,0,12,0,0,0,1,4,3,0,2,7.173077,6,40,50,1.685899,8
3308,78,44,33,"white",1,0,12,0,0,0,1,4,3,0,0,8.230769,7.083333,40,55,1.70779,9
3308,80,44,35,"white",1,0,12,0,0,1,1,4,3,0,13,9.865385,.1666667,40,85,1.702015,10
3308,82,44,37,"white",1,0,12,0,0,1,1,4,3,0,12,11.13461,.4166667,43,66,1.373715,11
3308,83,44,38,"white",1,0,12,0,0,1,1,4,1,0,1,12.17308,1.5,42,54,1.416104,12
3308,85,44,40,"white",1,0,12,0,0,1,1,4,3,0,,14.17308,.3333333,40,104,1.781853,13
3309,68,44,23,"white",1,0,12,0,0,1,1,6,3,,0,1.166667,1.166667,35,52,1.744876,1
3309,69,44,24,"white",1,0,12,0,0,1,1,8,3,,0,2.166667,2.083333,37,52,1.767067,2
3309,70,44,25,"white",1,0,12,0,0,0,1,4,3,0,0,3.224359,,32,55,1.879483,3
3309,71,44,26,"white",1,0,12,0,0,0,1,4,3,,4,4.089744,3.083333,30,45,1.967976,4
3309,72,44,27,"white",1,0,12,0,0,0,1,6,3,0,0,4.551282,.5,32,24,1.773027,5
3309,73,44,28,"white",1,0,12,0,0,0,1,6,3,0,0,5.51282,1.5,35,50,1.71278,6
3309,75,44,30,"white",1,0,12,0,0,0,1,6,3,,0,6.51282,3.333333,35,52,1.399717,7
3309,77,44,32,"white",1,0,12,0,0,0,1,6,3,0,0,7.51282,5.333333,38,52,2.004352,8
3309,78,44,33,"white",1,0,12,0,0,0,1,6,2,0,0,8.378205,6.416667,38,45,2.044263,9
3311,68,48,19,"black",0,1,12,0,0,1,1,11,8,,0,.1153846,.0833333,30,6,1.440763,1
3311,69,48,20,"black",0,1,12,0,0,1,1,5,3,,0,.6153846,.4166667,40,26,1.422226,2
3311,70,48,21,"black",0,1,12,0,0,1,1,5,3,,0,1.615385,1.25,40,52,1.374024,3
3312,70,51,18,"black",0,1,12,0,0,1,1,6,8,,0,.3653846,0,45,19,.6302333,3
3312,71,51,19,"black",1,0,12,0,0,1,1,6,8,,0,1.403846,.4166667,45,54,1.290984,4
3312,82,51,30,"black",0,0,12,0,0,1,1,11,8,0,0,2.576923,.5833333,18,15,1.238374,11
3312,83,51,31,"black",0,0,12,0,0,1,1,11,8,,0,3.576923,.4166667,36,52,1.266947,12
3312,85,51,33,"black",0,0,12,0,0,1,1,11,8,1,,5.576923,2.666667,40,104,1.143012,13
3312,87,51,35,"black",0,0,12,0,0,1,1,11,8,1,,7.576923,4.666667,48,104,1.197261,14
3312,88,51,37,"black",0,0,12,0,0,1,1,11,8,,0,8.903846,4.916667,40,69,1.142773,15
3313,78,48,29,"black",0,0,16,1,0,1,1,7,3,0,0,8.057693,4.083333,34,55,2.040639,9
3313,80,48,31,"black",0,1,16,1,0,1,1,8,3,1,7,9.75,1.083333,40,88,1.410818,10
3313,82,48,33,"black",0,1,16,1,0,1,1,5,2,0,,11.63461,.5833333,40,98,1.558145,11
3314,70,49,20,"black",0,1,13,0,0,1,1,7,3,0,3,1.288462,.3333333,38,15,1.382791,3
3314,71,49,21,"black",0,1,13,0,0,1,1,11,3,,0,2.346154,.6666667,40,55,1.679207,4
3314,72,49,22,"black",0,1,13,0,0,1,1,7,3,0,0,3.326923,1.333333,40,51,1.585601,5
3314,73,49,23,"black",0,1,13,0,0,1,1,7,3,0,0,4.326923,2.333333,40,52,1.61747,6
3314,75,49,25,"black",0,1,13,0,0,1,1,7,3,,0,5.326923,4.25,39,52,1.705975,7
3314,77,49,27,"black",0,1,13,0,0,1,1,7,3,0,0,6.326923,6.25,40,52,1.688673,8
3314,78,49,28,"black",0,1,13,0,0,1,1,7,3,0,0,7.346154,7.25,38,53,1.780994,9
3314,80,49,30,"black",0,1,13,0,1,0,1,7,3,1,0,9.25,9.25,38,88,1.672098,10
3314,82,49,32,"black",0,1,13,0,0,1,1,7,3,0,,11.13461,0,39,98,1.61542,11
3314,83,49,33,"black",0,1,13,0,0,1,1,7,3,0,0,12.21154,1.083333,38,56,1.549053,12
3316,68,46,21,"white",0,1,12,0,0,0,1,7,3,,0,1,0,39,52,1.58627,1
3316,69,46,22,"white",0,1,12,0,0,0,1,7,3,,0,2,1,38,52,1.633535,2
3316,70,46,23,"white",0,1,12,0,0,0,1,7,3,0,0,3,2,39,52,1.692167,3
3316,71,46,24,"white",1,0,12,0,0,0,1,7,3,0,0,4.096154,3.083333,39,57,1.790273,4
3316,82,46,35,"white",1,0,12,0,0,1,1,11,3,0,1,4.538462,.3333333,18,12,1.386294,11
3316,83,46,36,"white",1,0,12,0,0,1,1,11,3,0,0,4.923077,1.333333,30,20,1.452722,12
3316,85,46,38,"white",1,0,12,0,0,1,1,4,3,1,0,6.461538,1.083333,30,80,1.682009,13
3316,87,46,40,"white",1,0,12,0,0,1,1,4,3,0,,8.461538,1.166667,40,104,1.69128,14
3316,88,46,41,"white",1,0,12,0,0,1,1,4,3,0,0,9.923077,2.666667,40,76,1.719136,15
3317,68,44,24,"white",1,0,15,0,0,0,1,11,13,,0,1,0,45,52,1.731453,1
3317,69,44,25,"white",1,0,15,0,0,0,1,6,3,,1,1.942308,.5833333,40,49,1.724507,2
3317,70,44,26,"white",1,0,15,0,0,0,1,6,3,,,1.942308,1,40,,1.728845,3
3317,71,44,27,"white",1,0,15,0,0,0,1,11,3,,1,2.75,1.25,40,42,1.549395,4
3317,72,44,28,"white",1,0,15,0,0,0,1,4,3,0,4,2.807692,.0833333,40,3,1.801703,5
3317,73,44,29,"white",1,0,15,0,0,0,1,4,3,0,0,3.846154,1.083333,40,54,1.809742,6
3317,75,44,31,"white",1,0,15,0,0,0,1,4,3,,0,4.846154,2.916667,38,52,1.897964,7
3317,77,44,33,"white",1,0,15,0,0,0,1,4,3,0,0,5.846154,4.916667,40,52,1.60493,8
3317,78,44,34,"white",1,0,15,0,0,0,1,4,3,0,0,6.884615,6,38,54,1.862302,9
3317,80,44,36,"white",1,0,15,0,0,0,1,4,3,1,,8.769231,7.916667,38,98,1.947229,10
3317,82,44,38,"white",1,0,15,0,0,0,1,4,3,0,,10.65385,9.916667,38,98,2.065596,11
3317,83,44,39,"white",1,0,15,0,0,0,1,4,3,1,0,11.71154,11,38,55,2.11158,12
3317,85,44,41,"white",1,0,15,0,0,0,1,4,3,0,,13.71154,13,38,104,2.204762,13
3317,87,44,43,"white",1,0,15,0,0,0,1,4,3,0,,15.71154,15,38,104,2.275465,14
3317,88,44,44,"white",1,0,15,0,0,0,1,4,3,0,0,16.96154,16.33333,38,65,2.280606,15
3318,77,46,30,"white",0,0,17,1,0,0,1,11,13,1,0,5.711538,1.75,40,52,2.157637,8
3318,78,46,31,"white",0,0,17,1,0,0,1,11,13,0,0,6.75,2.833333,55,54,1.725356,9
3318,80,46,33,"white",0,0,17,1,0,0,1,11,13,1,0,8.519231,4.75,42,92,2.029423,10
3318,85,46,38,"white",0,0,17,1,0,1,1,11,13,1,0,12.96154,9.833333,40,92,2.202784,13
3318,87,46,40,"white",0,0,17,1,0,1,1,11,13,1,,14.96154,11.83333,55,104,1.988927,14
3318,88,46,42,"white",0,0,17,1,0,1,1,11,13,0,0,16.30769,13.25,100,70,1.465965,15
3319,70,51,18,"white",1,0,12,0,0,0,1,11,3,,0,2.692308,.75,15,44,1.584745,3
3319,71,51,19,"white",1,0,12,0,1,0,0,9,8,,0,3.538462,.8333333,45,44,1.980921,4
3319,75,51,23,"white",1,0,12,0,0,1,1,7,3,,0,4.538462,.3333333,40,52,1.585505,7
3319,85,51,33,"white",0,0,12,0,0,1,1,8,4,0,,6.538462,1.666667,60,104,2.249214,13
3319,87,51,35,"white",1,0,12,0,0,1,1,6,4,0,,8.538462,.1666667,45,104,2.883005,14
3319,88,51,36,"white",0,0,12,0,0,1,1,6,4,,0,9.961538,.8333333,40,74,3.693819,15
3320,73,53,19,"white",0,1,12,0,0,0,1,8,3,,0,3.25,1.416667,25,52,1.321042,6
3320,75,53,21,"white",1,0,12,0,0,1,1,4,3,,0,4.25,.5833333,37,52,1.705975,7
3320,77,53,23,"white",1,0,12,0,1,0,1,4,3,0,0,5.038462,2.583333,38,41,1.778681,8
3320,78,53,24,"white",1,0,12,0,1,0,1,4,3,0,0,6.096154,3.666667,38,55,1.732792,9
3320,80,53,26,"white",1,0,12,0,1,0,1,4,3,0,,7.980769,5.666667,38,98,1.822834,10
3320,82,53,28,"white",1,0,12,0,1,0,1,4,3,0,0,9.153846,6.666667,37,61,1.884889,11
3320,83,53,29,"white",1,0,12,0,1,0,1,5,3,0,0,10.11539,1,40,50,1.795594,12
3320,85,53,31,"white",1,0,12,0,0,0,1,11,8,0,0,11.42308,1.25,15,68,1.184976,13
3320,87,53,33,"white",1,0,12,0,0,0,1,11,8,0,,13.42308,3.333333,35,104,1.313921,14
3320,88,53,34,"white",1,0,12,0,0,1,1,11,8,0,0,13.76923,3.666667,30,18,1.357884,15
3321,72,51,20,"white",0,1,13,0,0,0,1,4,3,0,,2.352564,.6666667,40,,1.454573,5
3321,73,51,21,"white",0,1,13,0,0,0,1,4,3,,2,3.314103,1.083333,40,50,1.512842,6
3321,75,51,23,"white",0,1,13,0,0,1,1,6,3,,0,4.314103,1.166667,40,52,1.665281,7
3321,77,51,25,"white",0,1,13,0,0,1,1,6,8,0,0,5.314103,.8333333,30,52,1.832881,8
3321,78,51,26,"white",0,1,13,0,0,1,1,6,8,,0,6.314103,1.25,25,52,2.350875,9
3321,80,51,28,"white",0,1,13,0,0,1,1,6,8,0,,8.198718,.9166667,15,98,1.530165,10
3321,82,51,30,"white",0,1,13,0,0,0,1,9,8,0,,10.08333,1.583333,35,98,1.453953,11
3321,83,51,31,"white",1,0,13,0,0,1,1,6,8,,0,11.1218,2.166667,5,54,1.791759,12
3321,85,51,33,"white",1,0,13,0,0,1,1,9,8,0,,12.8141,4.583333,26,88,2.228201,13
3321,87,51,35,"white",0,0,13,0,0,1,1,9,8,0,,14.8141,1.333333,25,104,2.711389,14
3322,68,45,22,"white",0,1,12,0,0,1,1,5,3,,0,1,0,40,52,1.601775,1
3322,69,45,23,"white",0,0,12,0,0,1,1,5,3,,2,1.961538,1,40,50,1.815856,2
3322,70,45,24,"white",0,0,12,0,0,1,1,5,3,1,0,3.038462,2.083333,40,56,1.84693,3
3322,71,45,25,"white",0,0,12,0,0,1,1,5,3,1,0,4.038462,3.083333,40,52,1.837469,4
3322,72,45,26,"white",0,0,12,0,0,1,1,5,3,1,0,5.076923,4.083333,40,54,1.902459,5
3322,75,45,29,"white",1,0,12,0,0,1,1,5,3,,0,7.083333,7.083333,40,52,1.807956,7
3322,77,45,31,"white",1,0,12,0,0,0,1,5,3,1,0,9,9,38,52,2.026331,8
3322,78,45,32,"white",1,0,12,0,0,0,1,5,3,1,0,10,10,38,48,2.413517,9
3323,68,47,20,"white",0,1,12,0,0,1,1,11,3,,0,1,0,40,52,1.637042,1
3323,70,47,22,"white",1,0,12,0,1,0,1,11,3,,8,2.25,.4166667,40,25,1.741748,3
3323,73,47,25,"white",1,0,12,0,1,0,1,11,3,0,,2.25,.4166667,40,,1.538427,6
3323,75,47,27,"white",1,0,12,0,1,0,1,11,3,,0,3.25,2.333333,40,52,1.765517,7
3323,77,47,29,"white",1,0,12,0,1,0,1,11,3,0,0,4.416667,4.416667,40,52,1.870532,8
3323,78,47,30,"white",1,0,12,0,1,0,1,11,3,0,0,5.5,5.5,40,55,2.086747,9
3323,80,47,32,"white",1,0,12,0,1,0,1,11,3,0,,7.384615,7.333333,40,98,1.894808,10
3323,82,47,34,"white",1,0,12,0,1,0,1,11,3,1,,9.333333,9.333333,40,98,1.906575,11
3324,71,50,20,"white",0,1,13,0,0,1,1,6,3,,4,2.980769,.1666667,50,49,1.347073,4
3324,72,50,21,"white",0,1,13,0,0,1,1,7,3,0,0,3.923077,1.666667,40,49,1.645193,5
3324,73,50,22,"white",0,1,13,0,0,1,1,7,3,0,0,4.884615,2.666667,40,50,1.686996,6
3324,75,50,24,"white",0,1,13,0,0,1,1,7,4,,0,5.884615,4.583333,40,52,1.920493,7
3324,77,50,26,"white",1,0,13,0,0,0,1,7,3,0,0,6.884615,6.583333,40,52,1.801209,8
3324,78,50,27,"white",1,0,13,0,0,1,1,7,3,0,0,7.942307,7.666667,40,55,1.831463,9
3324,80,50,29,"white",1,0,13,0,0,1,1,7,3,0,0,9.583333,9.583333,40,59,1.773111,10
3324,82,50,31,"white",1,0,13,0,0,1,1,7,2,0,,11.58333,11.58333,40,98,2.026831,11
3324,83,50,32,"white",1,0,13,0,0,1,1,7,2,0,0,12.25,12.25,40,17,2.039921,12
3324,87,50,36,"white",1,0,13,0,0,1,1,11,3,0,0,14.11539,.0833333,12,78,1.612777,14
3325,80,47,33,"white",1,0,18,1,0,0,1,11,3,0,,9.307693,7.25,45,98,2.12625,10
3325,82,47,35,"white",1,0,18,1,0,0,1,12,2,0,,11.19231,9.25,50,98,2.088153,11
3325,83,47,36,"white",1,0,18,1,0,0,1,11,1,0,0,12.17308,10.25,43,51,2.29099,12
3325,87,47,40,"white",1,0,18,1,0,0,1,12,3,0,,16.17308,2,44,104,2.394392,14
3325,88,47,41,"white",1,0,18,1,0,0,1,11,5,0,0,17.53846,3.416667,40,71,2.532469,15
3326,68,48,19,"black",0,1,12,0,0,1,1,7,3,,1,.3333333,.3333333,40,12,1.41018,1
3326,69,48,20,"black",0,1,12,0,0,1,1,11,3,,0,.7564102,.25,40,22,1.297063,2
3326,70,48,21,"black",1,0,12,0,0,1,1,11,3,,10,1.621795,.4166667,40,45,1.297063,3
3326,71,48,22,"black",1,0,12,0,0,1,1,4,3,,4,2.564103,.0833333,40,49,1.328725,4
3326,72,48,23,"black",0,0,12,0,0,1,1,12,3,0,0,3.50641,,40,49,1.628526,5
3326,73,48,24,"black",0,0,12,0,0,1,1,12,3,,0,4.506411,1.833333,40,52,1.624316,6
3326,75,48,26,"black",0,0,12,0,0,1,1,5,3,,0,5.506411,1.166667,38,52,1.762622,7
3326,77,48,28,"black",0,0,12,0,0,1,1,5,3,1,0,6.506411,3.25,38,52,2.04007,8
3326,78,48,29,"black",0,0,12,0,0,1,1,5,3,1,0,7.583334,4.333333,38,56,2.047873,9
3326,80,48,31,"black",0,0,12,0,0,1,1,5,3,1,,9.467949,6.25,38,98,2.245562,10
3326,82,48,33,"black",1,0,12,0,0,1,1,5,3,1,,10.96795,8.166667,40,78,2.251292,11
3326,83,48,34,"black",1,0,12,0,0,1,1,5,3,1,0,11.96795,9.166667,38,52,2.061509,12
3326,85,48,36,"black",1,0,12,0,0,1,1,5,3,1,,13.96795,11.25,38,104,2.361732,13
3326,87,48,38,"black",1,0,12,0,0,1,1,5,3,1,0,14.42949,0,38,24,2.292501,14
3326,88,48,40,"black",1,0,12,0,0,1,1,8,3,,0,14.42949,0,32,0,.9604517,15
3327,69,49,19,"black",0,1,12,0,0,1,1,11,8,,0,1.615385,1,32,40,1.428091,2
3327,70,49,20,"black",0,1,12,0,0,1,1,11,8,0,0,2.596154,2,40,51,1.514128,3
3327,71,49,21,"black",0,1,12,0,0,1,1,11,8,0,0,3.653846,3,35,55,1.337225,4
3327,73,49,23,"black",0,1,12,0,0,1,1,11,8,0,0,4.807693,.6666667,48,36,1.384276,6
3327,75,49,25,"black",0,1,12,0,0,1,1,11,8,,0,5.807693,2.583333,70,52,.5141981,7
3327,77,49,27,"black",0,1,12,0,0,1,1,11,8,0,0,6.346154,4.083333,50,28,.7977082,8
3327,78,49,28,"black",0,1,12,0,0,1,1,11,8,0,22,6.807693,0,48,24,.6987179,9
3327,80,49,30,"black",0,1,12,0,0,1,1,11,8,0,30,7.230769,.3333333,40,22,1.060161,10
3327,82,49,32,"black",1,0,12,0,0,0,1,11,8,0,,9.115385,.75,40,98,.7030968,11
3327,87,49,37,"black",1,0,12,0,0,1,1,11,8,0,52,10.17308,0,40,4,1.115744,14
3328,70,47,22,"black",0,1,14,0,0,1,1,11,13,,,.6666667,.6666667,30,,1.495914,3
3328,71,47,24,"black",0,1,14,0,0,0,0,,2,0,0,.6666667,.4166667,50,,1.756243,4
3328,72,47,25,"black",0,1,14,0,0,0,0,6,2,0,0,1.628205,,35,50,2.14772,5
3328,73,47,26,"black",0,1,14,0,0,1,1,6,2,,0,1.935897,1.416667,55,16,2.276553,6
3328,75,47,27,"black",1,0,14,0,0,1,1,11,8,,0,2.935897,1.416667,42,52,1.312706,7
3328,77,47,29,"black",1,0,14,0,0,1,1,11,2,0,0,3.935897,3.416667,60,52,1.05729,8
3328,78,47,31,"black",,,14,0,0,1,1,11,8,1,0,4.993589,.5833333,60,55,1.076012,9
3328,80,47,32,"black",0,0,14,0,0,1,1,11,1,1,,6.878205,2.416667,40,98,1.465626,10
3328,88,47,41,"black",0,0,14,0,0,1,1,12,1,0,,12.16667,3,40,67,1.764279,15
3329,70,49,20,"white",1,0,10,0,0,1,1,6,6,,0,.3653846,.25,33,18,1.082218,3
3329,71,49,21,"white",1,0,10,0,0,1,1,5,3,,0,.4230769,.1666667,40,3,1.472237,4
3329,72,49,22,"white",1,0,10,0,0,1,1,6,8,,0,.4230769,.4166667,40,,1.454573,5
3329,73,49,23,"white",1,0,10,0,0,1,1,6,8,,0,.5769231,.0833333,30,8,1.274249,6
3329,75,49,25,"white",1,0,10,0,0,1,1,6,4,,0,1.083333,1.083333,32,0,1.083864,7
3329,77,49,27,"white",1,0,10,0,0,1,1,12,3,0,0,1.602564,.5,40,27,1.434584,8
3329,78,49,28,"white",1,0,10,0,0,1,1,12,3,0,0,2.641026,1.583333,40,54,1.560787,9
3329,80,49,30,"white",0,0,10,0,0,1,1,12,3,0,,4.525641,3.5,40,98,1.527662,10
3329,82,49,32,"white",0,0,10,0,0,1,1,12,3,0,,6.410256,5.5,40,98,1.695615,11
3329,83,49,33,"white",1,0,10,0,1,0,1,12,3,0,0,7.064103,6.166667,40,34,1.526056,12
3329,87,49,37,"white",1,0,10,0,1,0,1,4,6,0,0,7.621795,.6666667,40,29,1.325095,14
3331,72,49,23,"white",1,0,16,1,1,0,1,11,1,,,5.089744,.6666667,6,,1.925662,5
3331,73,49,24,"white",1,0,16,1,1,0,1,11,13,,0,6.128205,.8333333,40,54,1.853349,6
3331,78,49,29,"white",1,0,16,1,1,0,1,11,1,0,0,9.147436,5.416667,5,53,2.63666,9
3331,85,49,36,"white",1,0,16,1,0,1,1,4,3,0,,15.95513,0,45,104,1.905152,13
3331,87,49,38,"white",1,0,16,1,0,1,1,4,2,0,,17.95513,2.083333,90,104,1.678877,14
3332,73,52,20,"white",0,1,12,0,0,0,1,11,3,,0,.1923077,.1666667,9,10,1.262201,6
3332,75,52,22,"white",0,1,12,0,0,0,1,7,3,,0,1.583333,1.583333,40,52,1.585505,7
3332,77,52,24,"white",0,1,12,0,0,0,1,7,3,0,0,3.666667,3.666667,40,52,1.542798,8
3332,78,52,25,"white",0,1,12,0,0,0,1,7,3,0,0,4.685897,4.666667,40,53,1.642408,9
3332,80,52,27,"white",0,1,12,0,0,0,1,12,3,0,,6.570513,1.5,40,98,1.753308,10
3332,82,52,29,"white",0,1,12,0,0,0,1,12,3,0,,8.455128,3.416667,40,98,1.853168,11
3332,87,52,34,"white",0,1,12,0,0,0,1,12,3,0,,10.45513,8.5,40,104,2.133553,14
3332,88,52,35,"white",0,1,12,0,0,0,1,12,3,0,0,11.76282,9.833333,40,68,2.309006,15
3333,88,45,42,"white",1,0,18,1,1,0,1,11,13,0,0,16.83333,16.83333,50,51,2.055403,15
3334,72,53,18,"white",0,1,12,0,0,1,1,6,3,,0,.6346154,.5833333,32,33,1.286154,5
3334,73,53,19,"white",0,1,12,0,0,1,1,11,1,0,0,1.615385,1.083333,40,51,1.61747,6
3334,75,53,21,"white",1,0,12,0,0,0,1,11,1,,0,3,3,40,52,1.742124,7
3334,77,53,23,"white",1,0,12,0,0,0,1,11,1,0,0,5.083333,5.083333,24,52,1.773604,8
3334,78,53,24,"white",1,0,12,0,0,0,1,11,1,,0,6.121795,5.666667,24,54,1.79126,9
3334,82,53,28,"white",1,0,12,0,0,0,1,11,1,0,0,8.967949,4.333333,20,86,1.62924,11
3334,83,53,29,"white",1,0,12,0,0,0,1,11,1,0,0,10.00641,5.416667,40,54,1.72626,12
3335,77,51,25,"white",1,0,8,0,0,0,1,4,6,0,0,.25,.25,40,,1.335505,8
3335,82,51,30,"white",1,0,8,0,1,0,1,1,10,0,31,2.762821,.5,40,47,1.321756,11
3335,83,51,31,"white",1,0,8,0,1,0,1,1,10,0,0,3.74359,1.5,40,51,1.406737,12
3335,85,51,33,"white",1,0,8,0,1,0,1,1,10,0,2,5.666667,3.583333,40,100,1.576648,13
3336,73,47,25,"white",0,1,6,0,0,0,1,4,6,0,0,3.967949,.9166667,40,46,1.637272,6
3336,75,47,27,"white",0,1,6,0,0,0,1,4,6,,0,4.967949,2.75,40,52,1.335179,7
3336,77,47,29,"white",0,1,6,0,0,1,1,4,6,0,0,5.967949,4.833333,40,52,1.405597,8
3336,78,47,30,"white",0,1,6,0,0,1,1,4,6,0,0,6.948718,5.75,40,51,1.442637,9
3337,85,43,41,"white",0,0,12,0,0,0,1,4,6,0,12,7.403846,.0833333,48,70,1.099209,13
3337,87,43,43,"white",0,0,12,0,0,0,1,6,4,0,,9.403846,.3333333,50,104,.9196296,14
3337,88,43,44,"white",0,0,12,0,0,0,1,6,2,0,0,10.76923,1.75,50,71,.8818893,15
3338,68,44,24,"white",1,0,12,0,0,0,1,9,3,,0,.3333333,.3333333,48,12,1.010907,1
3338,69,44,25,"white",1,0,12,0,0,0,1,9,3,,0,1.333333,1.333333,42,52,1.32338,2
3338,70,44,26,"white",1,0,12,0,0,0,1,9,3,0,0,2.371795,2.333333,43,54,1.258408,3
3338,71,44,27,"white",1,0,12,0,0,0,1,9,3,0,0,3.429487,3.416667,42,55,1.377346,4
3338,72,44,28,"white",1,0,12,0,0,0,1,9,3,0,0,4.333333,4.333333,42,39,1.343642,5
3338,73,44,29,"white",1,0,12,0,0,0,1,9,3,0,0,5.416667,5.416667,42,56,1.452595,6
3339,68,45,22,"white",1,0,12,0,0,0,1,4,6,,0,.9807692,0,40,51,1.403949,1
3339,69,45,23,"white",1,0,12,0,0,0,1,4,6,,0,1.980769,.9166667,40,52,1.329853,2
3339,70,45,24,"white",1,0,12,0,0,0,1,4,6,0,0,3.038461,2,40,55,1.316302,3
3339,71,45,25,"white",1,0,12,0,0,0,1,4,6,0,0,4.096154,3.083333,40,55,1.270736,4
3339,72,45,26,"white",1,0,12,0,0,0,1,4,6,0,0,4.788462,4,40,36,1.250005,5
3339,73,45,27,"white",1,0,12,0,0,0,1,4,3,0,0,5.788462,5,40,52,1.171183,6
3339,75,45,29,"white",1,0,12,0,0,0,1,4,11,,10,6.916667,6.916667,40,42,1.217396,7
3339,78,45,32,"white",1,0,12,0,0,0,1,4,6,0,3,7.339744,.5,40,22,1.308635,9
3339,80,45,34,"white",1,0,12,0,0,0,1,4,6,1,,9.22436,2.416667,40,98,1.180607,10
3339,82,45,36,"white",1,0,12,0,0,0,1,4,6,0,,11.10897,4.416667,40,98,1.147402,11
3339,83,45,37,"white",1,0,12,0,0,0,1,4,6,0,1,12.10897,5.416667,30,52,1.168778,12
3339,85,45,39,"white",1,0,12,0,0,0,1,4,6,0,1,13.97436,7.5,40,97,1.099209,13
3340,68,48,20,"white",1,0,12,0,0,0,1,4,6,,0,.8846154,0,40,46,1.090949,1
3340,69,48,21,"white",1,0,12,0,0,0,1,4,6,,1,1.384615,.3333333,40,26,1.16923,2
3340,70,48,22,"white",1,0,12,0,0,0,1,4,6,0,0,2.403846,1.333333,40,53,1.316302,3
3340,71,48,23,"white",1,0,12,0,0,0,1,4,6,0,0,3.461538,2.416667,40,55,1.270736,4
3340,72,48,24,"white",1,0,12,0,0,0,1,4,6,0,0,4.211538,.3333333,40,39,1.231429,5
3340,73,48,25,"white",1,0,12,0,0,0,1,4,6,0,0,5.211538,1.333333,40,52,1.171183,6
3340,75,48,27,"white",0,0,12,0,0,0,1,4,6,,,5.942307,3.25,40,38,1.217396,7
3340,77,48,29,"white",0,0,12,0,0,0,1,4,6,1,0,6.942307,1.833333,48,52,1.529895,8
3340,78,48,30,"white",0,0,12,0,0,0,1,4,6,1,0,7.961538,2.833333,40,53,1.682148,9
3340,80,48,32,"white",1,0,12,0,0,1,0,6,4,0,,9.846153,1.25,30,98,1.307021,10
3340,82,48,34,"white",1,0,12,0,0,1,0,6,3,0,,11.73077,3.166667,40,98,1.345472,11
3342,68,48,19,"black",0,1,12,0,0,1,1,9,6,,0,.8333333,.8333333,32,38,.9339457,1
3342,69,48,20,"black",1,0,12,0,0,1,1,4,6,,0,1.814103,.5833333,40,51,1.451214,2
3342,70,48,21,"black",0,0,12,0,0,1,1,4,6,1,2,2.871795,1.666667,40,55,1.316302,3
3342,71,48,22,"black",0,0,12,0,0,1,1,,6,,16,3.544872,2.166667,40,35,1.376927,4
3342,72,48,23,"black",0,0,12,0,0,1,1,6,3,,7,4.410256,.8333333,30,45,1.166891,5
3342,73,48,24,"black",0,0,12,0,0,1,1,11,3,0,0,5.179487,.8333333,40,40,1.171183,6
3342,77,48,28,"black",0,0,12,0,0,1,1,11,8,1,0,7.102564,4.666667,40,52,1.237874,8
3342,78,48,29,"black",0,0,12,0,0,1,1,11,8,0,0,8.141026,5.75,40,54,1.308635,9
3342,80,48,31,"black",0,0,12,0,0,1,1,11,8,0,,10.02564,7.75,40,98,1.307021,10
3342,82,48,33,"black",0,0,12,0,0,1,1,11,8,1,2,11.35256,9.75,40,69,1.252763,11
3342,83,48,34,"black",0,0,12,0,0,1,1,11,8,1,8,12.16026,10.66667,40,42,1.297447,12
3342,87,48,38,"black",0,0,12,0,0,1,1,11,8,1,12,14.94872,14.66667,30,65,1.452216,14
3342,88,48,39,"black",0,0,12,0,0,1,1,11,8,1,3,16.08333,16.08333,30,40,1.404643,15
3343,73,50,22,"black",0,1,16,1,0,1,1,11,3,,37,1.576923,.75,10,9,1.231429,6
3344,69,47,21,"black",0,1,12,0,0,1,1,9,8,,0,1.333333,1.25,40,52,.5349229,2
3344,70,47,22,"black",0,1,12,0,0,1,1,9,8,0,0,2.391026,2.25,44,55,.610576,3
3344,71,47,23,"black",0,1,12,0,0,1,1,9,8,,4,3.314102,2.5,40,48,.959627,4
